INT_SQFT,DATE_SALE,DIST_MAINROAD,N_BEDROOM,N_BATHROOM,N_ROOM,SALE_COND,PARK_FACIL,DATE_BUILD,BUILDTYPE,UTILITY_AVAIL,STREET,MZZONE,SALES_PRICE,AREA_UNIQUE,AGE
2442,2008,71,4,2,6,Abnormal,0,1987,Others,NoSeWa,Gravel,RH,12588460,KK_Nagar,21
1110,2010,141,1,1,3,Family,1,2000,Others,AllPub,Gravel,RL,10755300,Chrompet,10
829,2010,146,1,1,2,Adjland,1,2004,Commercial,NoSeWa,Gravel,C,8553000,Karapakkam,6
1649,2013,66,1,1,4,Family,1,2002,Others,NoSeWa,No Access,RH,12436750,T_Nagar,11
1323,2009,49,1,1,3,Partial,0,1981,Commercial,AllPub,Paved,RL,11915040,KK_Nagar,28
1165,2009,39,1,1,3,Adjland,1,2001,Others,ELO,Gravel,C,7557625,Karapakkam,8
1132,2007,64,1,1,3,Normal_sale,1,1984,House,NoSeWa,No Access,I,7852185,Adayar,23
813,2011,99,1,1,2,Adjland,0,1978,House,NoSeWa,Gravel,A,4198000,Karapakkam,33
1028,2008,54,1,1,3,Partial,0,1989,Commercial,NoSeWa,Paved,RH,11206050,Chrompet,19
1572,2009,94,1,1,4,Abnormal,0,1980,Others,ELO,No Access,RM,12206870,Anna_Nagar,29
1507,2007,2,2,1,4,Abnormal,0,1990,House,AllPub,Gravel,I,7807300,Velachery,17
1023,2009,102,1,1,3,Normal_sale,0,1964,Commercial,NoSeWa,Paved,C,10812320,Adayar,45
1506,2005,65,2,1,4,Abnormal,1,1984,House,NoSeWa,Gravel,C,7862110,Velachery,21
1348,2010,139,2,1,4,Normal_sale,0,1995,House,NoSeWa,Paved,RH,7884540,KK_Nagar,15
604,2010,17,1,1,2,Partial,1,1977,Commercial,NoSeWa,Gravel,C,6497000,Karapakkam,33
732,2013,0,1,1,2,Abnormal,1,2003,Commercial,ELO,No Access,RM,10847700,Chrompet,10
1710,2014,194,1,1,4,Abnormal,0,1999,Others,NoSeWa,Gravel,RL,13839120,T_Nagar,15
752,2010,158,1,1,2,Partial,1,1974,Commercial,AllPub,Paved,RM,9044500,Karapakkam,36
1906,2009,6,3,2,5,Family,0,1980,Others,NoSeWa,Gravel,C,9047980,Velachery,29
1119,2012,59,1,1,3,Family,1,1974,Others,NoSeWa,Gravel,A,6546625,Karapakkam,38
1520,2012,197,1,1,4,Abnormal,1,1958,Commercial,ELO,Paved,RH,17442610,T_Nagar,54
752,2013,116,1,1,2,Normal_sale,0,1956,Others,NoSeWa,Paved,RM,7695240,Chrompet,57
1624,2010,64,2,2,4,Family,0,2002,Others,NoSeWa,Gravel,I,7802500,Karapakkam,8
1789,2010,98,2,1,4,Adjland,1,1998,Others,NoSeWa,Gravel,RM,12564470,Velachery,12
887,2010,95,1,1,3,Abnormal,0,1997,Commercial,NoSeWa,Paved,RH,10411700,Chrompet,13
1997,2009,135,3,2,5,Family,1,1987,Others,AllPub,Paved,RM,12867540,KK_Nagar,22
1933,2013,118,2,1,5,Adjland,1,2000,Commercial,ELO,Gravel,RH,21809430,Anna_Nagar,13
1953,2007,165,3,2,5,Adjland,1,2000,Commercial,NoSeWa,Gravel,C,16495290,Velachery,7
1138,2008,36,1,1,3,Abnormal,0,1992,Commercial,AllPub,Gravel,RM,14414800,Chrompet,16
1943,2008,172,2,1,5,Adjland,1,1975,Commercial,ELO,No Access,RM,22459910,Anna_Nagar,33
1277,2009,190,1,1,3,Family,0,1986,Commercial,AllPub,Paved,RL,10587750,Karapakkam,23
1580,2013,35,1,1,4,Adjland,0,1988,Commercial,NoSeWa,Paved,RM,19286610,T_Nagar,25
1900,2012,113,2,1,5,Family,1,1976,Commercial,NoSeWa,Gravel,RL,22186250,T_Nagar,36
1969,2012,150,3,2,5,Normal_sale,0,1984,Commercial,NoSeWa,Gravel,RM,16889580,KK_Nagar,28
1563,2008,179,2,1,4,Family,0,1949,House,ELO,No Access,C,6087100,Velachery,59
1756,2014,24,1,1,4,Partial,0,2004,Others,NoSeWa,Gravel,RM,14179360,Anna_Nagar,10
1689,2010,29,1,1,4,Adjland,0,1991,Commercial,NoSeWa,No Access,RL,18588600,Anna_Nagar,19
1170,2008,184,1,1,3,Partial,0,1987,Others,NoSeWa,Gravel,RH,8936650,Chrompet,21
1217,2008,125,2,2,4,Adjland,0,1958,Commercial,NoSeWa,Gravel,RL,14908785,Adayar,50
1703,2014,167,1,1,4,Family,1,1999,Others,ELO,No Access,RH,12416270,Anna_Nagar,15
1828,2004,142,3,2,5,Family,1,1985,Others,ELO,No Access,A,8516690,Velachery,19
1545,2009,65,2,1,4,Partial,0,1993,Others,ELO,No Access,A,6074780,Velachery,16
1686,2011,15,2,2,4,Partial,1,1995,Commercial,AllPub,No Access,A,10508500,Karapakkam,16
1057,2008,145,1,1,3,Partial,1,1975,Commercial,NoSeWa,Gravel,RL,13659200,Chrompet,33
521,2009,51,1,1,2,Partial,0,1981,Others,ELO,No Access,A,2156875,Karapakkam,28
1021,2007,42,1,1,3,Normal_sale,1,1984,Commercial,ELO,Paved,RM,14281030,Adayar,23
734,2012,136,1,1,2,Family,0,1972,Others,AllPub,No Access,RL,6473180,Chrompet,40
1770,2011,176,1,1,4,Normal_sale,1,1982,House,ELO,Paved,RM,13877710,T_Nagar,29
1486,2012,53,2,1,4,Abnormal,1,1993,Commercial,AllPub,Gravel,RL,14398080,KK_Nagar,19
869,2009,200,1,1,3,Abnormal,1,1992,Others,AllPub,Paved,RL,9374280,Chrompet,17
640,2010,37,1,1,2,Partial,1,2005,Others,ELO,Gravel,C,4873750,Karapakkam,5
969,2007,60,1,1,3,Adjland,0,1975,Commercial,NoSeWa,Gravel,RL,12412600,Chrompet,32
1609,2009,191,2,1,4,Family,0,1973,House,NoSeWa,Paved,RL,8640800,KK_Nagar,36
1917,2008,113,3,2,5,Partial,0,2006,Others,NoSeWa,Gravel,RM,11847900,KK_Nagar,2
1178,2013,90,1,1,3,Family,1,1993,Others,NoSeWa,Paved,RL,10651460,Chrompet,20
1244,2006,68,2,1,4,Family,1,1964,Commercial,NoSeWa,No Access,RM,14703750,Chrompet,42
1840,2011,52,3,2,5,Partial,0,1984,Others,NoSeWa,No Access,I,8243200,Velachery,27
1942,2009,91,3,2,5,Adjland,0,1977,House,AllPub,No Access,I,8905050,Velachery,32
925,2014,93,1,1,3,Partial,1,1979,House,NoSeWa,Paved,RL,8452000,Chrompet,35
1434,2011,166,2,2,4,Family,0,1972,House,AllPub,Paved,RH,7034750,Karapakkam,39
685,2012,83,1,1,2,Partial,0,2002,Others,NoSeWa,Paved,I,6086550,Adayar,10
1581,2009,161,2,1,4,Abnormal,1,1980,Others,NoSeWa,Paved,A,8267060,Velachery,29
1731,2008,191,2,1,4,Normal_sale,0,1971,House,NoSeWa,Gravel,RM,10256260,KK_Nagar,37
1243,2009,51,1,1,3,Abnormal,1,1998,Commercial,NoSeWa,No Access,I,9563000,Karapakkam,11
1704,2007,66,2,1,4,Adjland,0,1975,House,ELO,Paved,C,7811540,Velachery,32
640,2009,77,1,1,2,Partial,0,1976,Commercial,AllPub,No Access,A,6445810,Adayar,33
734,2010,134,1,1,2,Family,0,1971,Others,ELO,Gravel,A,5550090,Adayar,39
2055,2010,158,3,2,5,Normal_sale,1,1986,House,NoSeWa,Paved,RL,11604220,KK_Nagar,24
1806,2008,68,2,1,5,Normal_sale,1,1957,Commercial,AllPub,No Access,RH,19730040,Anna_Nagar,51
1252,2012,177,2,2,4,Family,1,1972,House,NoSeWa,Paved,RH,9468300,Adayar,40
1091,2009,49,1,1,3,Normal_sale,1,1994,House,ELO,Paved,I,6709500,Karapakkam,15
1329,2011,109,1,1,3,Abnormal,0,1978,Others,ELO,No Access,A,4288625,Karapakkam,33
1978,2010,121,2,1,5,Normal_sale,0,1974,Others,NoSeWa,No Access,RH,13363810,Anna_Nagar,36
1648,2008,145,1,1,4,Abnormal,0,1977,Others,NoSeWa,Gravel,RL,13486940,Anna_Nagar,31
1889,2010,49,3,2,5,Partial,0,1997,Commercial,NoSeWa,No Access,RL,14837130,Velachery,13
1993,2012,62,2,1,5,Family,1,1990,House,NoSeWa,Paved,RH,13503490,T_Nagar,22
2329,2009,2,4,2,6,Partial,1,1973,Commercial,AllPub,Gravel,RM,19959560,KK_Nagar,36
1094,2009,1,1,1,3,Family,1,1999,Others,ELO,No Access,C,7716505,Adayar,10
1796,2013,100,1,1,4,Family,1,1969,House,NoSeWa,No Access,RM,12892760,T_Nagar,44
1813,2010,186,2,1,5,Partial,0,2005,Others,NoSeWa,Paved,RH,12195890,Anna_Nagar,5
768,2008,9,1,1,2,Partial,0,1974,Others,NoSeWa,No Access,RL,6633410,Chrompet,34
2034,2011,18,3,2,5,Normal_sale,1,1970,House,AllPub,Gravel,RM,12823400,KK_Nagar,41
1660,2010,107,2,1,4,Family,1,1994,Others,NoSeWa,Paved,C,9311620,Velachery,16
868,2014,171,1,1,3,Family,0,1982,Others,NoSeWa,No Access,RL,7589010,Chrompet,32
1642,2007,87,2,1,4,Adjland,0,1987,Commercial,NoSeWa,Gravel,RM,15340410,Velachery,20
2186,2012,18,3,2,5,Abnormal,1,1983,Others,AllPub,Gravel,RM,14088220,KK_Nagar,29
1911,2004,162,3,2,5,Family,0,1999,Commercial,NoSeWa,Gravel,RL,15569210,Velachery,5
1719,2009,96,2,1,4,Partial,1,1983,House,NoSeWa,Paved,RM,10622400,KK_Nagar,26
816,2010,21,1,1,3,Abnormal,0,1974,House,ELO,Gravel,A,5742295,Adayar,36
709,2013,48,1,1,2,Normal_sale,0,1990,House,NoSeWa,Paved,RM,7676450,Chrompet,23
1464,2008,67,2,1,4,Partial,0,2006,Commercial,AllPub,Paved,RH,12009660,KK_Nagar,2
1290,2009,108,2,2,4,Adjland,0,1975,Others,AllPub,Paved,A,8545605,Adayar,34
558,2011,129,1,1,2,Family,1,1968,Commercial,ELO,Gravel,RL,7818500,Karapakkam,43
1792,2010,62,1,1,4,Normal_sale,1,1985,Commercial,ELO,Paved,RL,20823790,Anna_Nagar,25
1808,2014,154,2,1,5,Family,0,2010,House,NoSeWa,Gravel,RL,12893440,T_Nagar,4
1760,2009,108,2,1,4,Adjland,1,1983,Others,NoSeWa,Paved,RM,12544800,Velachery,26
1095,2013,79,1,1,3,Partial,1,1992,Others,NoSeWa,Gravel,RL,10209650,Chrompet,21
691,2009,77,1,1,2,Normal_sale,1,2002,Commercial,ELO,Gravel,I,9987005,Adayar,7
1313,2010,35,1,1,3,Abnormal,0,2000,Commercial,ELO,No Access,RM,10554000,Karapakkam,10
1718,2014,100,1,1,4,Adjland,1,1977,House,ELO,Gravel,RM,14419380,Anna_Nagar,37
1774,2008,158,1,1,4,Family,1,1996,Others,NoSeWa,No Access,RM,14046370,Anna_Nagar,12
1730,2010,129,1,1,4,Partial,0,1994,House,AllPub,Gravel,RL,12120330,Anna_Nagar,16
1636,2011,5,2,2,4,Partial,0,1969,Others,AllPub,No Access,A,5624750,Karapakkam,42
1229,2010,78,1,1,3,Partial,1,1980,House,AllPub,Gravel,RH,8019500,Karapakkam,30
848,2006,125,1,1,3,Abnormal,0,1975,Others,NoSeWa,Gravel,A,6618400,Adayar,31
1209,2007,148,2,1,4,Family,1,1998,Commercial,AllPub,Gravel,RH,14878750,Chrompet,9
2041,2008,85,3,2,5,Normal_sale,0,1979,House,NoSeWa,Paved,RH,9625180,KK_Nagar,29
1816,2007,131,2,1,5,Partial,0,1994,Others,ELO,No Access,RM,13275240,Anna_Nagar,13
793,2010,153,1,1,2,Family,0,2005,Others,NoSeWa,No Access,I,4398625,Karapakkam,5
1737,2006,109,2,1,4,Family,0,1982,Commercial,AllPub,Gravel,C,13296730,Velachery,24
919,2010,72,1,1,3,Family,1,1980,House,ELO,Gravel,RL,8984050,Chrompet,30
1741,2013,46,1,1,4,Family,0,1962,Others,AllPub,No Access,RL,12133700,Anna_Nagar,51
1984,2012,160,2,1,5,Adjland,0,2001,Others,ELO,Paved,RM,15185240,Anna_Nagar,11
630,2012,52,1,1,2,Adjland,1,1993,Others,NoSeWa,Gravel,C,7385285,Adayar,19
1198,2008,73,1,1,3,Normal_sale,1,1974,Commercial,ELO,Paved,RH,13776050,Chrompet,34
2049,2009,7,3,2,5,Normal_sale,0,2006,House,AllPub,Paved,RH,10019420,KK_Nagar,3
1711,2011,148,2,1,4,Abnormal,0,1983,Commercial,AllPub,Gravel,RH,14547070,Velachery,28
1807,2010,53,3,2,5,Partial,1,1986,Commercial,NoSeWa,Paved,RM,15929660,KK_Nagar,24
591,2010,106,1,1,2,Abnormal,1,1983,Commercial,NoSeWa,No Access,RL,7142250,Karapakkam,27
1726,2010,89,2,1,4,Abnormal,1,1983,House,ELO,Paved,A,7662340,Velachery,27
691,2009,182,1,1,2,Abnormal,0,1981,House,ELO,No Access,I,5125790,Adayar,28
1009,2012,164,1,1,3,Normal_sale,1,1993,Commercial,NoSeWa,Paved,RH,13215865,Adayar,19
1847,2009,186,3,2,5,Partial,1,1962,House,NoSeWa,Gravel,RL,11256610,Velachery,47
1250,2013,47,2,1,4,Abnormal,1,2003,Commercial,NoSeWa,Paved,RM,15556750,Chrompet,10
804,2010,179,1,1,2,Normal_sale,1,1999,Others,NoSeWa,No Access,I,5903750,Karapakkam,11
777,2011,196,1,1,2,Partial,1,1963,Others,NoSeWa,No Access,RM,8517175,Adayar,48
1904,2009,89,3,2,5,Abnormal,0,1985,Others,ELO,Paved,A,8504780,Velachery,24
1536,2012,19,1,1,4,Family,0,1971,Others,NoSeWa,No Access,RH,10245090,Anna_Nagar,41
827,2011,39,1,1,2,Adjland,1,1983,Others,NoSeWa,Gravel,RL,8307375,Karapakkam,28
1553,2006,158,2,1,4,Abnormal,0,1994,House,NoSeWa,Gravel,A,6524930,Velachery,12
1958,2009,94,3,2,5,Abnormal,0,1985,House,AllPub,Gravel,RL,10676820,KK_Nagar,24
916,2011,50,1,1,3,Abnormal,1,1970,Others,ELO,No Access,RM,9379310,Adayar,41
736,2012,120,1,1,2,Abnormal,1,1974,House,AllPub,No Access,RL,6304750,Karapakkam,38
693,2011,69,1,1,2,Normal_sale,0,1976,House,NoSeWa,Gravel,RL,8013720,Adayar,35
663,2011,41,1,1,2,Partial,1,1983,Others,NoSeWa,No Access,C,4408125,Karapakkam,28
700,2011,51,1,1,2,Family,1,1975,Others,ELO,Paved,RM,8270600,Chrompet,36
976,2007,47,1,1,3,Normal_sale,1,1997,Others,AllPub,No Access,RL,9801395,Adayar,10
2283,2010,56,4,2,6,Family,1,2007,Others,AllPub,Gravel,RL,13852380,KK_Nagar,3
1261,2012,112,1,1,3,Partial,0,1988,Commercial,NoSeWa,Paved,RH,9634250,Karapakkam,24
2365,2010,37,4,2,6,Partial,0,1999,Commercial,NoSeWa,Gravel,RM,18624480,KK_Nagar,11
1977,2011,131,2,1,5,Adjland,1,1988,Commercial,ELO,Paved,RH,22000360,T_Nagar,23
1635,2010,122,2,2,4,Adjland,0,1998,Commercial,NoSeWa,No Access,C,10620750,Karapakkam,12
2345,2009,199,4,2,6,Family,0,2000,Others,NoSeWa,Gravel,RM,13355100,KK_Nagar,9
2416,2008,2,4,2,6,Family,1,1972,Commercial,NoSeWa,Paved,RM,19635040,KK_Nagar,36
727,2009,88,1,1,2,Family,1,1991,Others,ELO,Paved,I,5859875,Karapakkam,18
1253,2007,135,2,1,4,Family,1,1994,Others,NoSeWa,Paved,RL,11010960,Chrompet,13
1186,2012,200,1,1,3,Adjland,0,2005,Commercial,AllPub,Paved,RH,13042550,Chrompet,7
898,2012,87,1,1,3,Family,1,1978,Others,ELO,Gravel,RM,10373360,Chrompet,34
1661,2005,31,2,1,4,Abnormal,1,1979,House,AllPub,Gravel,A,8514030,Velachery,26
1536,2009,150,2,1,4,Partial,0,1977,House,NoSeWa,Paved,RL,8720100,KK_Nagar,32
726,2010,155,1,1,2,Adjland,1,1953,Others,NoSeWa,No Access,RH,7187570,Chrompet,57
961,2007,132,1,1,3,Partial,1,2003,Commercial,NoSeWa,Paved,C,10968170,Adayar,4
1356,2011,100,2,2,4,Normal_sale,1,1991,House,AllPub,No Access,RH,7243250,Karapakkam,20
1558,2011,133,2,2,4,Adjland,1,1988,Others,NoSeWa,Paved,C,7898250,Karapakkam,23
1440,2010,75,2,2,4,Normal_sale,1,1986,House,NoSeWa,No Access,RL,7859750,Karapakkam,24
691,2009,37,1,1,2,Adjland,1,1974,Others,NoSeWa,Paved,I,6059625,Karapakkam,35
1255,2012,191,2,2,4,Family,0,1989,House,ELO,Paved,RM,10084565,Adayar,23
994,2007,56,1,1,3,Adjland,1,1983,House,AllPub,Paved,RL,9475900,Chrompet,24
836,2010,66,1,1,2,Normal_sale,0,1998,Others,NoSeWa,No Access,A,3577000,Karapakkam,12
1950,2006,126,3,2,5,Abnormal,1,1972,House,ELO,Gravel,RH,11217570,Velachery,34
1519,2013,2,1,1,4,Abnormal,1,1981,Others,NoSeWa,Gravel,RL,13037450,Anna_Nagar,32
1739,2013,128,1,1,4,Partial,0,1966,Others,NoSeWa,Paved,RL,12739970,Anna_Nagar,47
1764,2008,191,2,1,4,Adjland,0,1981,Others,NoSeWa,Paved,RM,10950540,KK_Nagar,27
680,2010,130,1,1,2,Normal_sale,1,1984,Commercial,ELO,Paved,RL,8208000,Karapakkam,26
1579,2012,188,1,1,4,Family,1,1978,Others,NoSeWa,Gravel,RH,12812990,Anna_Nagar,34
1660,2009,36,1,1,4,Normal_sale,1,1988,Commercial,ELO,No Access,RL,18681200,Anna_Nagar,21
835,2012,46,1,1,3,Partial,1,2004,Others,AllPub,Gravel,RL,9220450,Chrompet,8
1034,2009,30,1,1,3,Family,1,1988,Others,NoSeWa,Paved,RM,8345500,Karapakkam,21
1955,2014,10,2,1,5,Partial,1,1984,House,AllPub,Gravel,RL,13986310,T_Nagar,30
1653,2009,160,2,2,4,Partial,0,2005,Commercial,NoSeWa,Paved,RL,12268750,Karapakkam,4
1508,2005,63,2,1,4,Family,1,1979,Commercial,NoSeWa,No Access,C,12035430,Velachery,26
1922,2009,160,2,1,5,Normal_sale,0,1990,Commercial,ELO,Gravel,RL,21208080,Anna_Nagar,19
1839,2013,153,2,1,5,Adjland,1,1990,House,NoSeWa,Gravel,RH,13903480,Anna_Nagar,23
1199,2011,70,1,1,3,Family,0,1957,Others,NoSeWa,No Access,RM,7329125,Karapakkam,54
1068,2015,86,1,1,3,Normal_sale,0,1992,Others,NoSeWa,No Access,RM,9087160,Chrompet,23
1686,2010,92,2,1,4,Abnormal,1,2004,Others,NoSeWa,Gravel,RM,12026070,Velachery,6
1843,2008,118,2,1,5,Adjland,1,1985,Others,ELO,No Access,RH,13613320,T_Nagar,23
1144,2010,73,1,1,3,Normal_sale,0,1971,Commercial,ELO,Gravel,RH,12649650,Chrompet,39
630,2011,174,1,1,2,Partial,0,1981,Commercial,ELO,Gravel,RL,9683840,Adayar,30
1671,2004,182,2,1,4,Normal_sale,0,1985,House,AllPub,Gravel,RM,10676510,Velachery,19
1626,2008,27,1,1,4,Family,1,2000,Others,ELO,Gravel,RH,12837890,Anna_Nagar,8
1966,2008,168,3,2,5,Family,1,1982,House,AllPub,Paved,RM,11333130,Velachery,26
1890,2006,66,3,2,5,Family,1,1994,Commercial,NoSeWa,Paved,I,15850840,Velachery,12
1711,2014,99,1,1,4,Family,0,1991,Others,NoSeWa,Gravel,RM,14106990,Anna_Nagar,23
1583,2011,62,2,1,4,Adjland,0,1997,Others,NoSeWa,Gravel,RM,10848760,KK_Nagar,14
867,2010,108,1,1,3,Abnormal,1,1980,House,AllPub,No Access,RL,8325850,Chrompet,30
1896,2011,72,3,2,5,Partial,1,1995,Others,ELO,No Access,RM,11606300,Velachery,16
1449,2011,46,2,2,4,Family,0,2003,House,NoSeWa,No Access,C,5464000,Karapakkam,8
1178,2014,4,1,1,3,Abnormal,1,1993,Others,NoSeWa,Paved,RL,10285360,Chrompet,21
1807,2010,83,2,1,5,Partial,1,1984,House,NoSeWa,Paved,RM,13308490,Anna_Nagar,26
992,2009,195,1,1,3,Normal_sale,0,1992,House,NoSeWa,Gravel,RL,8611350,Chrompet,17
670,2011,163,1,1,2,Family,0,2003,House,NoSeWa,Gravel,I,5136000,Karapakkam,8
1256,2010,22,1,1,3,Abnormal,0,1983,House,NoSeWa,Paved,I,6081000,Karapakkam,27
1071,2008,60,1,1,3,Family,1,1972,Commercial,ELO,Gravel,RM,14402200,Chrompet,36
1488,2009,146,2,2,4,Abnormal,1,1985,House,ELO,Gravel,A,6997500,Karapakkam,24
2162,2010,85,3,2,5,Partial,1,1973,Commercial,NoSeWa,Paved,RL,17248780,KK_Nagar,37
1623,2008,15,2,1,4,Adjland,1,1979,Commercial,ELO,Gravel,A,13518220,Velachery,29
2237,2011,4,4,2,6,Normal_sale,0,1995,House,AllPub,Gravel,RM,12183080,KK_Nagar,16
1662,2012,100,2,2,4,Adjland,0,1984,House,NoSeWa,No Access,RM,8532500,Karapakkam,28
819,2010,44,1,1,3,Family,0,1992,Commercial,NoSeWa,No Access,RM,10569040,Adayar,18
2348,2011,49,4,2,6,Family,0,1996,Others,AllPub,Gravel,RH,12021160,KK_Nagar,15
1849,2007,39,2,1,5,Adjland,0,1999,House,AllPub,Paved,RH,12412950,T_Nagar,8
1243,2011,21,2,2,4,Partial,1,1987,House,NoSeWa,No Access,I,8270125,Adayar,24
1707,2011,118,2,1,4,Partial,0,1985,Others,AllPub,Paved,RL,9737060,KK_Nagar,26
1317,2010,3,1,1,3,Family,0,1991,Commercial,NoSeWa,Gravel,RH,11665400,KK_Nagar,19
1128,2011,20,1,1,3,Normal_sale,1,2002,Others,ELO,Paved,A,5441000,Karapakkam,9
2458,2011,172,4,2,6,Partial,0,1987,House,AllPub,Gravel,RH,11375820,KK_Nagar,24
2481,2008,129,4,2,6,Adjland,1,1981,House,NoSeWa,Gravel,RM,14276060,KK_Nagar,27
1774,2008,7,1,1,4,Partial,1,1988,House,AllPub,Gravel,RM,13785170,Anna_Nagar,20
2314,2010,27,4,2,6,Adjland,1,2000,Others,NoSeWa,Paved,RM,14159480,KK_Nagar,10
1695,2013,98,1,1,4,Abnormal,1,1972,House,NoSeWa,No Access,RL,11994050,Anna_Nagar,41
927,2012,175,1,1,3,Family,0,1979,Commercial,AllPub,Paved,C,10431690,Adayar,33
1541,2010,35,2,1,4,Adjland,0,1993,Commercial,NoSeWa,Gravel,RL,13945940,KK_Nagar,17
1834,2007,159,2,1,5,Adjland,0,1970,House,AllPub,Paved,RM,13990830,T_Nagar,37
1225,2010,186,1,1,3,Family,0,1971,Others,NoSeWa,No Access,A,4243125,Karapakkam,39
732,2011,96,1,1,2,Abnormal,1,1976,House,ELO,Gravel,RH,7978600,Chrompet,35
1021,2009,4,1,1,3,Abnormal,1,1977,House,AllPub,Gravel,RH,9320800,Chrompet,32
2397,2010,5,4,2,6,Partial,1,1986,House,NoSeWa,Gravel,RL,12753880,KK_Nagar,24
1059,2007,199,1,1,3,Abnormal,1,1990,Commercial,ELO,Gravel,RM,14246650,Chrompet,17
2254,2012,195,4,2,6,Partial,1,2001,Others,AllPub,Paved,RH,12428040,KK_Nagar,11
1943,2008,68,3,2,5,Adjland,0,1992,Others,ELO,Gravel,RH,10774250,Velachery,16
1391,2009,115,2,2,4,Partial,1,2003,House,NoSeWa,Paved,C,6642000,Karapakkam,6
1991,2011,48,3,2,5,Family,1,1975,Commercial,ELO,No Access,A,13805110,Velachery,36
1934,2011,183,2,1,5,Abnormal,0,1990,House,NoSeWa,Gravel,RM,14154820,T_Nagar,21
1691,2011,170,2,1,4,Normal_sale,1,1989,Commercial,NoSeWa,Paved,RL,14691200,KK_Nagar,22
1294,2013,12,2,1,4,Family,1,1963,Commercial,NoSeWa,Paved,RM,15704500,Chrompet,50
1788,2006,164,2,1,4,Family,0,2001,Others,ELO,Gravel,I,9689440,Velachery,5
990,2007,167,1,1,3,Adjland,0,1970,Commercial,NoSeWa,Gravel,A,10631860,Adayar,37
2219,2008,73,3,2,5,Abnormal,0,1986,Commercial,NoSeWa,Gravel,RL,17449820,KK_Nagar,22
1053,2014,195,1,1,3,Family,1,1993,Others,NoSeWa,No Access,RM,10137210,Chrompet,21
1418,2010,73,2,1,4,Family,1,2000,House,NoSeWa,Paved,RH,8878740,KK_Nagar,10
812,2011,51,1,1,3,Partial,1,1996,Commercial,ELO,Gravel,RM,12347950,Chrompet,15
571,2011,0,1,1,2,Adjland,1,2003,House,AllPub,Paved,A,4627500,Karapakkam,8
1731,2010,156,2,1,4,Adjland,0,2000,Others,AllPub,Gravel,RL,11270960,KK_Nagar,10
1620,2010,170,2,1,4,Partial,1,1963,Commercial,AllPub,No Access,RH,13957610,Velachery,47
1581,2010,140,2,1,4,Family,1,1964,Commercial,AllPub,No Access,I,13356200,Velachery,46
1058,2007,61,1,1,3,Family,1,1982,House,NoSeWa,Paved,RH,8598500,Chrompet,25
1256,2011,198,1,1,3,Normal_sale,0,1997,Commercial,NoSeWa,No Access,RH,9393000,Karapakkam,14
1752,2011,70,2,1,4,Family,0,1990,Others,AllPub,No Access,I,8535580,Velachery,21
796,2009,68,1,1,2,Adjland,1,1977,Commercial,ELO,No Access,C,9737150,Adayar,32
1114,2012,60,1,1,3,Family,1,2005,House,NoSeWa,Paved,RL,9688300,Chrompet,7
1567,2008,179,1,1,4,Adjland,0,1976,Others,NoSeWa,No Access,RL,11630020,Anna_Nagar,32
1510,2013,14,1,1,4,Partial,0,1972,Commercial,AllPub,Paved,RH,16300260,T_Nagar,41
1824,2004,123,3,2,5,Normal_sale,0,1961,House,AllPub,No Access,A,6911070,Velachery,43
837,2006,172,1,1,3,Normal_sale,1,1964,Commercial,NoSeWa,No Access,RH,10563700,Chrompet,42
1588,2006,80,2,1,4,Family,1,2002,Commercial,AllPub,No Access,A,11516250,Velachery,4
770,2010,132,1,1,2,Partial,0,1974,Commercial,NoSeWa,No Access,RL,8883750,Chrompet,36
1840,2013,55,2,1,5,Normal_sale,1,1977,House,NoSeWa,Gravel,RM,14477820,T_Nagar,36
1888,2007,152,2,1,5,Family,1,2003,House,NoSeWa,Gravel,RL,13764960,T_Nagar,4
1180,2007,16,1,1,3,Partial,0,1971,Others,NoSeWa,Gravel,RH,8889850,Chrompet,36
1153,2012,178,1,1,3,Adjland,1,1960,House,NoSeWa,Gravel,A,8350260,Adayar,52
1618,2005,30,2,1,4,Adjland,1,1965,Commercial,AllPub,Gravel,RM,16354300,Velachery,40
1231,2011,126,1,1,3,Normal_sale,0,1981,House,AllPub,Gravel,A,5711000,Karapakkam,30
1590,2007,56,2,1,4,Abnormal,1,2001,Commercial,NoSeWa,No Access,RH,13925230,Velachery,6
1353,2011,183,2,2,4,Abnormal,1,1999,Others,ELO,Paved,I,7507375,Karapakkam,12
774,2010,153,1,1,2,Adjland,0,1956,House,NoSeWa,Gravel,A,4182250,Karapakkam,54
940,2012,135,1,1,3,Abnormal,0,1989,Others,ELO,Gravel,RL,9064800,Chrompet,23
1893,2006,70,3,2,5,Family,1,1973,Others,NoSeWa,Paved,C,9995770,Velachery,33
1902,2007,173,2,1,5,Partial,1,1989,Commercial,AllPub,Gravel,RH,21789460,T_Nagar,18
1877,2007,4,2,1,5,Partial,1,2006,Commercial,AllPub,Gravel,RL,21810920,Anna_Nagar,1
1448,2011,93,2,2,4,Family,1,2003,Commercial,NoSeWa,Gravel,RM,13435000,Karapakkam,8
1816,2010,170,3,2,5,Partial,1,1981,House,NoSeWa,Paved,RM,10764320,KK_Nagar,29
1615,2008,29,2,1,4,Normal_sale,1,1981,Others,NoSeWa,Paved,A,8092310,Velachery,27
1050,2011,14,1,1,3,Adjland,1,1986,Others,NoSeWa,Gravel,RM,11284700,Chrompet,25
